Income;Limit;Rating;Cards;Age;Education;Gender;Student;Married;Ethnicity;Balance
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
21038;1448;145;2;58;13;Female;No;Yes;Caucasian;0
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
17055;5110;371;3;55;15;Female;No;Yes;Caucasian;805
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
104593;7075;514;4;71;11; Male;No;No;Asian;580
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
50699;3977;304;2;84;17;Female;No;No;African American;69
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
54663;4116;314;2;70;8;Female;No;No;African American;75
13433;1134;112;3;70;14; Male;No;Yes;Caucasian;0
29403;2327;178;1;37;14;Female;No;Yes;Caucasian;0
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
23949;5343;383;2;40;18; Male;No;Yes;African American;829
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
44473;3500;257;3;81;16;Female;No;No;African American;8
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
36364;2220;188;3;50;19; Male;No;No;Caucasian;0
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
85425;5182;402;6;60;12; Male;No;Yes;African American;218
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
27794;3807;301;4;35;8;Female;No;Yes;African American;320
107841;10384;728;3;87;7; Male;No;No;African American;1597
11808;1300;117;3;77;14;Female;No;No;African American;0
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
13676;2330;203;5;80;16;Female;No;No;African American;0
17.7;2860;235;4;63;16;Female;No;No;Asian;89
62328;5228;377;3;83;15; Male;No;No;Caucasian;380
23365;2179;167;2;75;15; Male;No;No;Asian;0
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
24919;5051;372;3;76;11;Female;No;Yes;African American;711
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
23106;3476;257;2;50;15;Female;No;No;Caucasian;209
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
36364;2220;188;3;50;19; Male;No;No;Caucasian;0
58929;6420;459;2;66;9;Female;No;Yes;African American;789
56256;5521;406;2;72;16;Female;Yes;Yes;Caucasian;1020
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
42079;6626;479;2;44;9; Male;No;No;Asian;1048
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
25124;4776;378;4;29;12; Male;No;Yes;Caucasian;657
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
61.62;5140;374;1;71;9; Male;No;Yes;Caucasian;302
34142;5666;413;4;47;5;Female;No;Yes;Caucasian;863
98515;8760;633;5;78;11;Female;No;No;African American;1230
43682;6922;511;1;49;9; Male;No;Yes;Caucasian;1081
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
87625;7167;515;2;46;10;Female;No;No;African American;767
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
20405;4543;329;2;72;17; Male;Yes;No;Asian;1054
20088;1870;180;3;76;16; Male;No;No;African American;0
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
14132;2998;251;4;75;17; Male;No;No;Caucasian;133
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
26532;2910;236;6;58;19;Female;No;Yes;Caucasian;52
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
107841;10384;728;3;87;7; Male;No;No;African American;1597
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
29567;5309;397;3;25;15; Male;No;No;Caucasian;799
10627;1647;149;2;71;10;Female;Yes;Yes;Asian;195
40442;4828;369;5;81;8;Female;No;No;African American;510
91876;6754;483;2;33;10; Male;No;Yes;Caucasian;605
10503;2923;232;3;25;18;Female;No;Yes;African American;191
94193;7576;527;2;44;16;Female;No;Yes;Caucasian;846
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
16479;5435;388;2;26;16; Male;No;No;African American;937
23365;2179;167;2;75;15; Male;No;No;Asian;0
52179;7306;522;2;57;14; Male;No;No;Asian;1142
10726;1568;162;5;46;19; Male;No;Yes;Asian;0
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
30002;1561;155;4;70;13;Female;No;Yes;Caucasian;0
14479;3907;296;3;43;16; Male;No;Yes;Caucasian;463
20089;2525;200;3;57;15;Female;No;Yes;African American;0
13676;2330;203;5;80;16;Female;No;No;African American;0
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
21011;3402;261;2;68;17; Male;No;Yes;African American;182
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
24919;5051;372;3;76;11;Female;No;Yes;African American;711
13561;3261;279;5;37;19; Male;No;Yes;Asian;297
41025;4229;337;3;79;19;Female;No;Yes;Caucasian;246
35691;2880;214;2;35;15; Male;No;No;African American;0
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
14956;4640;332;2;33;6; Male;No;No;Asian;681
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
44061;4970;352;1;79;11; Male;No;Yes;African American;414
29403;2327;178;1;37;14;Female;No;Yes;Caucasian;0
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
68206;6784;499;5;40;16;Female;Yes;No;African American;1411
14479;3907;296;3;43;16; Male;No;Yes;Caucasian;463
23989;4523;338;4;31;15; Male;No;No;Caucasian;601
30.55;5869;439;5;81;9;Female;No;No;African American;967
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
27.47;2820;219;1;32;11;Female;No;Yes;Asian;0
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
39609;2539;188;1;40;14; Male;No;Yes;Asian;0
110968;6662;468;3;45;11;Female;No;Yes;Caucasian;391
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
34509;2001;189;5;80;18;Female;No;Yes;African American;0
10842;4391;358;5;37;10;Female;Yes;Yes;Caucasian;1216
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
14084;855;120;5;46;17;Female;No;Yes;African American;0
21551;5380;420;5;51;18; Male;No;Yes;Asian;907
59.53;7518;543;3;52;9;Female;No;No;African American;1176
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
135118;10578;747;3;81;15;Female;No;Yes;Asian;1393
93039;7398;517;1;67;12; Male;No;Yes;African American;749
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
110968;6662;468;3;45;11;Female;No;Yes;Caucasian;391
44646;4431;320;2;49;15; Male;Yes;Yes;Caucasian;797
54663;4116;314;2;70;8;Female;No;No;African American;75
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
20.15;2646;199;2;25;14;Female;No;Yes;Asian;0
20088;1870;180;3;76;16; Male;No;No;African American;0
31029;2863;223;2;66;17; Male;Yes;Yes;Asian;415
18145;3461;279;3;56;15; Male;No;Yes;African American;255
39705;3969;301;2;27;20; Male;No;Yes;African American;211
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
29564;2529;192;1;30;12;Female;No;Yes;Caucasian;0
27039;2161;173;3;40;17;Female;No;No;Caucasian;0
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
23365;2179;167;2;75;15; Male;No;No;Asian;0
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
10852;3907;296;2;30;9; Male;No;No;Caucasian;485
58026;7499;560;5;67;11;Female;No;No;Caucasian;1237
23.35;2558;220;3;49;12;Female;Yes;No;Caucasian;419
22939;4923;355;1;47;18;Female;No;Yes;Asian;663
71061;6819;491;3;41;19;Female;Yes;Yes;African American;1350
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
146183;9540;682;6;66;15; Male;No;No;Caucasian;1050
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
98515;8760;633;5;78;11;Female;No;No;African American;1230
44522;2252;205;6;72;15; Male;No;Yes;Asian;0
32856;5884;438;4;68;13; Male;No;No;Caucasian;926
83869;7667;554;2;83;11; Male;No;No;African American;930
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
35.61;6135;466;4;40;12; Male;No;No;Caucasian;992
37728;2525;192;1;44;13; Male;No;Yes;Caucasian;0
80.18;8047;569;4;77;10; Male;No;No;Caucasian;1151
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
56256;5521;406;2;72;16;Female;Yes;Yes;Caucasian;1020
23672;4433;344;3;63;11; Male;No;No;Caucasian;503
33694;4891;369;1;52;16; Male;Yes;No;African American;1036
30012;1511;137;2;33;17; Male;No;Yes;Caucasian;0
182728;13913;982;4;98;17; Male;No;Yes;Caucasian;1999
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
13647;3461;264;4;47;14; Male;No;Yes;Caucasian;344
27272;1389;149;5;67;10;Female;No;Yes;Caucasian;0
14312;5382;367;1;59;17; Male;Yes;No;Asian;1380
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
16819;1337;115;2;74;15; Male;No;Yes;Asian;0
10354;3480;281;2;70;17; Male;No;Yes;Caucasian;333
40442;4828;369;5;81;8;Female;No;No;African American;510
20936;3254;253;1;30;15;Female;No;No;Asian;145
14887;4745;339;3;58;12; Male;No;Yes;African American;724
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
53598;3714;286;3;73;17;Female;No;Yes;African American;0
24543;3206;243;2;62;12;Female;No;Yes;Caucasian;95
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
24.23;4756;351;2;64;15;Female;No;Yes;Caucasian;594
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
11187;5099;380;4;69;16;Female;No;No;African American;889
110968;6662;468;3;45;11;Female;No;Yes;Caucasian;391
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
76782;5977;429;4;44;12; Male;No;Yes;Asian;548
41365;5303;377;1;45;14; Male;No;No;Caucasian;606
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
13234;3922;299;2;77;17;Female;No;Yes;Caucasian;426
16304;5466;413;4;66;10; Male;No;Yes;Asian;957
22379;3965;292;2;34;14;Female;No;Yes;Asian;384
58929;6420;459;2;66;9;Female;No;Yes;African American;789
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
35691;2880;214;2;35;15; Male;No;No;African American;0
48498;6040;456;3;47;16; Male;No;Yes;Caucasian;812
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
44847;5765;437;3;53;13;Female;Yes;No;Asian;1246
180682;11966;832;2;58;8;Female;No;Yes;African American;1405
49166;6662;508;3;68;14;Female;No;No;Asian;984
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
76348;4697;344;4;60;18; Male;No;No;Asian;108
44978;4866;347;1;30;10;Female;No;No;Caucasian;436
186634;13414;949;2;41;14;Female;No;Yes;African American;1809
91362;9113;626;1;47;17; Male;No;Yes;Asian;1341
135118;10578;747;3;81;15;Female;No;Yes;Asian;1393
64173;6127;433;1;80;10; Male;No;Yes;Caucasian;578
89;5759;440;3;37;6;Female;No;No;Caucasian;345
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
37878;6827;482;2;80;13;Female;No;No;Caucasian;1129
28474;3202;267;5;66;12; Male;No;Yes;Caucasian;132
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
180379;9310;665;3;67;8;Female;Yes;Yes;Asian;1050
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
92386;7685;534;2;75;18;Female;No;Yes;Asian;843
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
21011;3402;261;2;68;17; Male;No;Yes;African American;182
27825;5227;386;6;63;11; Male;No;Yes;Caucasian;823
21011;3402;261;2;68;17; Male;No;Yes;African American;182
10403;4159;310;3;43;7; Male;No;Yes;Asian;571
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
63534;8100;581;2;50;17;Female;No;Yes;Caucasian;1298
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
16482;3326;268;4;41;15; Male;No;No;Caucasian;271
148924;9504;681;3;36;11;Female;No;No;Asian;964
58781;7402;538;2;81;12;Female;No;Yes;Asian;1103
23106;3476;257;2;50;15;Female;No;No;Caucasian;209
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
72945;8603;621;3;64;8;Female;No;No;Caucasian;1355
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
27369;3449;288;3;40;9;Female;No;Yes;Caucasian;162
69656;8244;579;3;41;14; Male;No;Yes;African American;1329
27229;3484;282;6;51;11; Male;No;No;Caucasian;265
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
39.11;3189;263;3;72;12; Male;No;No;Asian;0
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
20974;5673;413;5;44;16;Female;No;Yes;Caucasian;1000
89;5759;440;3;37;6;Female;No;No;Caucasian;345
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
36142;1852;183;3;33;13;Female;No;No;African American;0
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
38954;5222;370;4;76;13;Female;No;No;Caucasian;653
14292;3274;282;9;64;9; Male;No;Yes;Caucasian;382
46102;5180;382;3;81;12; Male;No;Yes;African American;516
35864;4831;353;3;66;13;Female;No;Yes;Caucasian;534
29725;3536;270;2;52;15;Female;No;No;African American;133
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
34.48;6090;442;3;36;14; Male;No;No;Caucasian;962
10635;3584;294;5;69;16; Male;No;Yes;Asian;423
80861;4090;335;3;29;15;Female;No;Yes;Asian;0
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
148924;9504;681;3;36;11;Female;No;No;Asian;964
24919;5051;372;3;76;11;Female;No;Yes;African American;711
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
19225;1433;122;3;38;14;Female;No;No;Caucasian;0
26162;5101;382;3;62;19;Female;No;No;African American;710
30413;3690;299;2;25;15;Female;Yes;No;Asian;728
36295;2963;241;2;68;14;Female;Yes;No;African American;375
19588;3211;265;4;59;14;Female;No;No;Asian;199
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
101788;8029;574;2;84;11; Male;No;Yes;Caucasian;849
71682;8028;599;3;57;16; Male;No;Yes;Caucasian;1208
14887;4745;339;3;58;12; Male;No;Yes;African American;724
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
53308;2860;214;1;84;10; Male;No;Yes;Caucasian;0
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
49.57;6384;448;1;28;9;Female;No;Yes;Asian;891
53598;3714;286;3;73;17;Female;No;Yes;African American;0
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
34664;5835;452;3;77;15;Female;No;Yes;African American;835
15184;2420;192;2;69;11;Female;No;Yes;Caucasian;0
30132;2168;206;3;52;17; Male;No;No;Caucasian;0
40885;5013;379;3;46;13;Female;No;Yes;African American;549
12;4160;320;4;28;14;Female;No;Yes;Caucasian;602
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
11808;1300;117;3;77;14;Female;No;No;African American;0
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
62602;7056;481;1;84;11;Female;No;No;Caucasian;904
69165;4668;341;2;34;11;Female;No;No;African American;156
23375;5429;396;3;57;15;Female;No;Yes;Caucasian;844
106025;6645;483;3;82;15;Female;Yes;Yes;Asian;903
19529;4673;341;2;51;14; Male;No;No;Asian;642
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
61069;7871;564;3;56;14; Male;No;Yes;Caucasian;1264
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
92112;4612;344;3;32;17; Male;No;No;Caucasian;0
31861;6375;469;3;25;16;Female;No;Yes;Caucasian;1120
50699;3977;304;2;84;17;Female;No;No;African American;69
43479;4569;354;4;49;13; Male;Yes;Yes;African American;902
57337;5310;392;2;45;7;Female;No;No;Caucasian;456
24.05;2607;221;4;32;18; Male;No;Yes;Caucasian;0
38009;3075;245;3;45;15;Female;No;No;African American;0
54663;4116;314;2;70;8;Female;No;No;African American;75
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
49927;6396;485;3;75;17;Female;No;Yes;Caucasian;890
40885;5013;379;3;46;13;Female;No;Yes;African American;549
14595;2955;260;5;37;9; Male;No;Yes;African American;204
39705;3969;301;2;27;20; Male;No;Yes;African American;211
18967;1626;156;2;41;11;Female;No;Yes;Asian;0
27.33;6179;459;4;36;12;Female;No;Yes;Caucasian;1099
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
28508;3933;287;4;56;14; Male;No;Yes;Asian;336
33017;3180;224;2;28;16; Male;No;Yes;African American;29
12335;4471;344;3;79;12; Male;No;Yes;African American;611
59.53;7518;543;3;52;9;Female;No;No;African American;1176
34909;5289;410;2;62;16;Female;No;Yes;Caucasian;681
104593;7075;514;4;71;11; Male;No;No;Asian;580
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
27952;3557;263;1;35;13;Female;No;Yes;Asian;163
35.51;5198;364;2;35;20;Female;No;No;Asian;631
75257;7010;494;3;34;18;Female;No;Yes;Caucasian;885
37728;2525;192;1;44;13; Male;No;Yes;Caucasian;0
59.53;7518;543;3;52;9;Female;No;No;African American;1176
19782;3782;293;2;46;16;Female;Yes;No;Caucasian;840
113772;6442;489;4;69;15; Male;Yes;Yes;Caucasian;790
16279;1160;126;3;78;13; Male;Yes;Yes;African American;5
25383;4527;367;4;46;11; Male;No;Yes;Caucasian;570
60579;5149;388;5;38;15; Male;No;Yes;Asian;443
19531;5043;376;2;64;16;Female;Yes;Yes;Asian;1241
103893;7416;549;3;84;17; Male;No;No;Asian;669
16529;1357;126;3;62;9; Male;No;No;Asian;0
30406;2120;181;2;79;14; Male;No;Yes;African American;0
39145;4351;323;2;66;13; Male;No;Yes;Caucasian;308
107841;10384;728;3;87;7; Male;No;No;African American;1597
36142;1852;183;3;33;13;Female;No;No;African American;0
26.37;3235;268;5;78;11; Male;No;Yes;Asian;159
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
12068;3873;292;1;44;18;Female;No;Yes;Asian;413
14.09;4323;326;5;25;16;Female;No;Yes;African American;671
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
10735;3746;280;2;44;17;Female;No;Yes;Caucasian;410
73327;6555;472;2;43;15;Female;No;No;Caucasian;721
152298;12066;828;4;41;12;Female;No;Yes;Asian;1779
134181;7838;563;2;48;13;Female;No;No;Caucasian;526
36496;4378;339;3;69;15;Female;No;Yes;Asian;368
13561;3261;279;5;37;19; Male;No;Yes;Asian;297
14595;2955;260;5;37;9; Male;No;Yes;African American;204
19537;1362;143;4;34;9;Female;No;Yes;Asian;0
17316;1335;138;2;65;13; Male;No;No;African American;0
151947;9156;642;2;91;11;Female;No;Yes;African American;732
83869;7667;554;2;83;11; Male;No;No;African American;930
113829;9704;694;4;38;13;Female;No;Yes;Asian;1388
49502;6819;505;4;55;14; Male;No;Yes;Caucasian;1084
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
124.29;9560;701;3;52;17;Female;Yes;No;Asian;1687
125.48;10230;721;3;82;16; Male;No;Yes;Caucasian;1361
44205;5441;394;1;32;12; Male;No;Yes;Caucasian;607
16529;1357;126;3;62;9; Male;No;No;Asian;0
23.45;2450;180;2;78;13; Male;No;No;Caucasian;0
121709;7818;584;4;50;6; Male;No;Yes;Caucasian;701
148924;9504;681;3;36;11;Female;No;No;Asian;964
30007;6481;462;2;69;9;Female;No;Yes;Caucasian;1093
53566;5891;434;4;82;10;Female;No;No;Caucasian;712
58063;4221;304;3;50;8; Male;No;No;African American;118
104483;7140;507;2;41;14; Male;No;Yes;African American;583
65896;5140;370;1;49;17;Female;No;Yes;Caucasian;293
19144;3291;269;2;75;13;Female;No;No;African American;148
140672;11200;817;7;46;9; Male;No;Yes;African American;1677
23793;3821;281;4;56;12;Female;Yes;Yes;African American;868
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
27825;5227;386;6;63;11; Male;No;Yes;Caucasian;823
30111;4336;339;1;81;18; Male;No;Yes;Caucasian;347
82706;7506;536;2;64;13;Female;No;Yes;Asian;905
27512;4613;344;5;72;17; Male;No;Yes;Asian;573
13676;2330;203;5;80;16;Female;No;No;African American;0
25988;1349;142;4;82;12; Male;No;No;Caucasian;0
19144;3291;269;2;75;13;Female;No;No;African American;148
63095;8117;589;4;30;14; Male;No;Yes;Caucasian;1407
24919;5051;372;3;76;11;Female;No;Yes;African American;711
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
58929;6420;459;2;66;9;Female;No;Yes;African American;789
20.15;2646;199;2;25;14;Female;No;Yes;Asian;0
36508;6386;469;4;79;6;Female;No;Yes;Caucasian;1048
104593;7075;514;4;71;11; Male;No;No;Asian;580
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
34.95;3327;253;3;54;14;Female;No;No;African American;50
40885;5013;379;3;46;13;Female;No;Yes;African American;549
30733;2832;249;4;51;13; Male;No;No;Caucasian;0
15629;2493;186;1;60;14; Male;No;Yes;Asian;0
68462;4712;340;2;71;16; Male;No;Yes;Caucasian;136
53.48;4263;317;1;83;15; Male;No;No;Caucasian;99
36355;3613;278;4;35;9; Male;No;Yes;Asian;187
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
24088;3665;287;4;56;13;Female;No;Yes;Caucasian;309
68206;6784;499;5;40;16;Female;Yes;No;African American;1411
31367;1829;162;4;30;10; Male;No;Yes;Caucasian;0
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
64027;5179;398;5;48;8; Male;No;Yes;African American;411
14595;2955;260;5;37;9; Male;No;Yes;African American;204
29638;5833;433;3;29;15;Female;No;Yes;Asian;942
13234;3922;299;2;77;17;Female;No;Yes;Caucasian;426
42357;5550;406;2;83;12;Female;No;Yes;Asian;653
69251;6386;474;4;30;12;Female;No;Yes;Asian;768
73914;7333;529;6;67;15;Female;No;Yes;Caucasian;1048
49794;5758;410;4;40;8; Male;No;No;Caucasian;734
15.56;4307;352;4;57;8; Male;No;Yes;African American;579
41192;3673;297;3;54;16;Female;No;Yes;Caucasian;121
17765;5072;364;1;66;12;Female;No;Yes;Caucasian;732
36142;1852;183;3;33;13;Female;No;No;African American;0
37348;6378;458;1;72;17;Female;No;No;Caucasian;968
38009;3075;245;3;45;15;Female;No;No;African American;0
57872;4171;321;5;67;12;Female;No;Yes;Caucasian;138
35177;2117;186;3;62;16;Female;No;No;Caucasian;0
36142;1852;183;3;33;13;Female;No;No;African American;0
80616;5308;394;1;57;7;Female;No;Yes;Asian;204
10793;3878;321;8;29;13; Male;No;No;Caucasian;638
18951;1485;129;3;82;13;Female;No;No;Caucasian;0
66989;5614;430;3;47;14;Female;No;Yes;Caucasian;482
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
80616;5308;394;1;57;7;Female;No;Yes;Asian;204
27241;1402;128;2;67;15;Female;No;Yes;Asian;0
23365;2179;167;2;75;15; Male;No;No;Asian;0
20088;1870;180;3;76;16; Male;No;No;African American;0
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
39609;2539;188;1;40;14; Male;No;Yes;Asian;0
29.4;4840;368;3;76;18;Female;No;Yes;Caucasian;588
128669;9824;685;3;67;16; Male;No;Yes;Asian;1243
75406;3874;298;3;41;14;Female;No;Yes;Asian;0
83869;7667;554;2;83;11; Male;No;No;African American;930
15629;2493;186;1;60;14; Male;No;Yes;Asian;0
123299;8376;610;2;89;17; Male;Yes;No;African American;1259
35.51;5198;364;2;35;20;Female;No;No;Asian;631
53217;4943;362;2;46;16;Female;No;Yes;Asian;382
21153;3736;256;1;41;11; Male;No;No;Caucasian;298
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
11795;3899;300;4;25;10;Female;No;No;Caucasian;531
19636;4896;387;3;64;10;Female;No;No;African American;710
19636;4896;387;3;64;10;Female;No;No;African American;710
39422;5245;383;2;44;19; Male;No;No;African American;637
48218;5199;401;7;39;10; Male;No;Yes;Asian;633
15846;4768;365;4;53;12;Female;No;No;Caucasian;745
54663;4116;314;2;70;8;Female;No;No;African American;75
69943;7555;547;3;76;9; Male;No;Yes;Asian;1058
76348;4697;344;4;60;18; Male;No;No;Asian;108
101788;8029;574;2;84;11; Male;No;Yes;Caucasian;849
63931;5728;435;3;28;14;Female;No;Yes;African American;581
104483;7140;507;2;41;14; Male;No;Yes;African American;583
51532;5096;380;2;31;15; Male;No;Yes;Caucasian;481
39831;6045;459;3;32;12;Female;Yes;Yes;African American;1425
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
10363;2430;191;2;47;18;Female;No;Yes;Asian;0
64027;5179;398;5;48;8; Male;No;Yes;African American;411
23365;2179;167;2;75;15; Male;No;No;Asian;0
34509;2001;189;5;80;18;Female;No;Yes;African American;0
15333;1499;138;2;47;9;Female;No;Yes;Asian;0
33657;6196;450;6;55;9;Female;No;No;Caucasian;1092
55187;5352;385;4;50;17;Female;No;Yes;Caucasian;538
25988;1349;142;4;82;12; Male;No;No;Caucasian;0
42529;4986;369;2;37;11; Male;No;Yes;Asian;489
36929;6257;445;1;24;14;Female;No;Yes;Asian;976
59855;4964;365;1;46;13;Female;No;Yes;Caucasian;295
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
31335;3526;289;3;38;7;Female;No;No;Caucasian;172
26813;5611;411;4;55;16;Female;No;No;Caucasian;915
27794;3807;301;4;35;8;Female;No;Yes;African American;320
62413;6457;455;2;71;11;Female;No;Yes;Caucasian;762
34537;3271;250;3;57;17;Female;No;Yes;Asian;47
25936;1774;135;2;71;14;Female;No;No;Asian;0
24314;3409;270;2;23;7;Female;No;Yes;Caucasian;194
17392;2748;228;3;32;14; Male;No;Yes;Caucasian;68
27.59;2586;229;5;54;16; Male;No;Yes;African American;0
55054;4381;321;3;74;17; Male;No;Yes;Asian;188
26427;5533;433;5;50;15;Female;Yes;Yes;Asian;1404
